"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-28.9287018262157,-17.2344630136418,38.8507743171736
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.9200821977359,-28.5499973191304,42.255223840705
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",41.4574955948718,-49.6133287485737,31.7635365708545
"Left_Lateral_11-Tip_of_the_jugular_process",55.875817879969,-46.003355445506,40.3888692681109
"Left_Lateral_14-Tip_of_the_postmandibular_process",3.08049408187786,-35.9740589821862,22.5124129782706
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-34.4615742338393,-32.3822610431242,39.8660282147593
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-29.557154309147,-34.4364779069481,41.0330720165494
"Left_Lateral_4-Posterior_end_of_molar_row",3.96932557402581,-37.6218247574587,41.282146596412
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.2232101079091,-36.0057414237476,32.3093696881543
"Left_Lateral_6-Tip_of_the_postorbital_process",2.34062361771052,-21.4597661582161,23.9328295530933
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",15.1434590749724,-30.5809465639866,40.0623711742397
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",25.8019684201519,-47.5555037771433,30.5766105763944
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.3840995253032,-42.0842601669772,48.5130716257222
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.6900981722567,-21.5493351287174,49.5007125652668
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",42.5944801297589,-18.4809147232429,65.8141589948813
"Right_Lateral_11-Tip_of_the_jugular_process",56.5495715389974,-27.3770850871133,61.0483950252911
"Right_Lateral_14-Tip_of_the_postmandibular_process",4.51111121300178,-6.59123464293492,56.9245161893253
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-33.2719792768562,-19.1375138990975,52.9095555072939
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-28.5104664286734,-21.2270544329242,54.4796017455836
"Right_Lateral_4-Posterior_end_of_molar_row",4.56995506348692,-24.7291256308217,54.8896551636174
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-9.65932983701255,-14.3358223441422,55.4447700122565
"Right_Lateral_6-Tip_of_the_postorbital_process",2.53539520599739,-6.27920107809837,42.2689509119202
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",15.4451804952595,-23.8416088673516,47.2836528782902
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",27.0301284794749,-17.2063242979202,64.6099907227192
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.9545066758636,-33.7052710576225,57.1296595232742
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-36.8772706178546,-27.7506188722124,47.9406120631395
"Ventral_10-Posterior_edge_of_the_jugular_foramen",53.9710026668665,-30.7611314050461,56.2194257648957
"Ventral_12-Anterior_point_of_the_foramen_magnum",56.8480445561087,-38.5808550112038,52.6695747366543
"Ventral_13-Posterior_point_of_incisive_foramen",-30.9324833055756,-28.0165609206017,44.9576752382364
"Ventral_14-Anterior_edge_of_P4",-12.8314347725783,-40.0993822283717,41.4447886680404
"Ventral_15-Posterior_edge_of_P4",-2.81582775394185,-44.0147956979931,40.8437307185789
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",4.88935710741917,-39.2249787897655,42.0599824964886
"Ventral_18-Tip_of_ventral_squamosal_projection",28.0976702803486,-44.5654935908401,40.6085349503899
"Ventral_19-Anterior_point_of_external_auditory_meatus",37.2228931452308,-48.3362177229749,35.1297273729766
"Ventral_2-Posterior_point_of_incisive_foramen",-30.4191732282353,-25.5355670497552,47.7911006542878
"Ventral_20-Posterior_edge_of_the_jugular_foramen",53.5847415163199,-41.2653227926354,44.2895600949231
"Ventral_3-Anterior_edge_of_P4",-11.5064246726139,-23.8564510861922,59.1351792895773
"Ventral_4-Posterior_edge_of_P4",-1.35230256891839,-23.6643830114435,62.0019609896587
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",5.66449559108868,-25.866084738714,56.0585001665629
"Ventral_6-Posterior_junction_of_left_and_right_palatine",17.2224469857932,-33.4521463313073,49.3402095312135
"Ventral_8-Tip_of_ventral_squamosal_projection",28.7738233585547,-26.4059074535779,60.9629215085778
"Ventral_9-Anterior_point_of_external_auditory_meatus",38.37291034496,-21.8481930201396,63.4222913585647
