"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-28.971162887617,-16.4071799054021,38.5401740105347
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-37.2625656617533,-28.8808178161461,42.4165028653204
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",43.0293179633349,-48.4731288198908,33.329599999242
"Left_Lateral_11-Tip_of_the_jugular_process",56.1050300493099,-45.2032774995112,40.9986228700614
"Left_Lateral_14-Tip_of_the_postmandibular_process",3.03033237495825,-35.2420629261356,22.8014679690198
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-34.347382173842,-31.7651236011913,39.281330923811
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-29.4374948529361,-34.0613318034203,40.9798488709854
"Left_Lateral_4-Posterior_end_of_molar_row",2.97154186760378,-37.6677871325761,42.4495841024825
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.3910790562374,-37.5626662547118,32.8636297374029
"Left_Lateral_6-Tip_of_the_postorbital_process",1.00393486268838,-22.2888870118139,25.2028132322723
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",15.3677807409968,-29.9014679289063,40.7566191077483
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",26.6728168804869,-48.1178623306731,31.416291876965
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",30.015610055332,-41.8095949631781,48.6858648857007
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.9404314606795,-21.0352502937572,48.7232091058606
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",44.7134908243696,-21.4173475003927,64.0779591699241
"Right_Lateral_11-Tip_of_the_jugular_process",56.5836946989773,-27.2172574894167,59.7248786480857
"Right_Lateral_14-Tip_of_the_postmandibular_process",4.45474910785176,-6.92150295036013,55.871140204095
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-33.6521928202209,-18.6300199247183,51.504053186653
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-28.9135399533332,-19.879595143171,53.3431520986041
"Right_Lateral_4-Posterior_end_of_molar_row",3.36120763482114,-24.7520145076974,54.9657795349983
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-10.0840394607932,-14.5488455771948,56.5123968075935
"Right_Lateral_6-Tip_of_the_postorbital_process",2.57713824724844,-4.75892419734333,42.7122952882532
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.9406690257339,-23.2232490012901,46.3393696413433
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",28.46335937999,-18.5408291518667,65.0327343823803
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",30.306014505485,-33.9287668411618,56.6065902247013
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-37.6142975024253,-27.8993018715632,47.8804776362881
"Ventral_10-Posterior_edge_of_the_jugular_foramen",54.6947110629898,-30.8967274551748,55.7890279437601
"Ventral_12-Anterior_point_of_the_foramen_magnum",58.5281967581424,-37.999501818818,52.3788087538705
"Ventral_13-Posterior_point_of_incisive_foramen",-31.4682191629317,-28.2011130556392,45.4733703293187
"Ventral_14-Anterior_edge_of_P4",-13.7036242963871,-40.1155987383558,42.0251259432143
"Ventral_15-Posterior_edge_of_P4",-3.59618283996802,-44.3382022782937,39.8880792776932
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",3.5313895654322,-38.9484619848585,41.562271152713
"Ventral_18-Tip_of_ventral_squamosal_projection",29.0760795334376,-44.9412652603374,40.689963726583
"Ventral_19-Anterior_point_of_external_auditory_meatus",38.4933190255997,-47.5450894292298,36.3253261912212
"Ventral_2-Posterior_point_of_incisive_foramen",-31.2698110514596,-25.7240681866906,47.8509055129769
"Ventral_20-Posterior_edge_of_the_jugular_foramen",54.3873223486755,-40.8998773625593,43.8875643581963
"Ventral_3-Anterior_edge_of_P4",-12.9255517306881,-24.2913246796541,58.7471060723073
"Ventral_4-Posterior_edge_of_P4",-2.31355898120375,-24.3834051522842,62.7866508417733
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",4.2903747897336,-26.3680999231529,56.4237819707214
"Ventral_6-Posterior_junction_of_left_and_right_palatine",16.0421685369953,-33.6444653505985,49.3907253466044
"Ventral_8-Tip_of_ventral_squamosal_projection",30.4665775282165,-26.887474959824,61.0282980450382
"Ventral_9-Anterior_point_of_external_auditory_meatus",39.7177913381148,-21.8877981404402,63.262319416606
