"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-28.9544194167584,-14.8905944883217,38.1343682145202
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-38.4686926000521,-28.6377586231144,41.839178961162
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",41.6201624300043,-48.4470659578316,34.8522657164439
"Left_Lateral_11-Tip_of_the_jugular_process",56.680444069132,-44.7821714679588,39.3478331517852
"Left_Lateral_14-Tip_of_the_postmandibular_process",3.63641611735603,-35.5525693529822,25.4402643726636
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-34.6025486248436,-31.9670219720995,37.6348018962216
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-29.8199605271187,-33.863047307023,40.0640608565475
"Left_Lateral_4-Posterior_end_of_molar_row",3.16297352207601,-38.2476435534045,40.7050536456778
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.7970940632729,-37.8054571032378,32.4238507574296
"Left_Lateral_6-Tip_of_the_postorbital_process",2.77922970487834,-22.1163642121847,25.1322338688562
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.3918617587062,-30.8547079282907,39.9941892584594
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",24.640506628322,-47.9577218182944,32.1202000920053
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.5921917040536,-42.1536885912789,47.5522096687498
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-37.7716358793227,-21.9354751539846,48.0720010737922
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",43.6325977574774,-20.9405934274016,65.0754555435259
"Right_Lateral_11-Tip_of_the_jugular_process",57.8328594124906,-26.5626703071559,59.4832641128886
"Right_Lateral_14-Tip_of_the_postmandibular_process",6.51814786004009,-5.98418794932461,57.3610417214617
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-33.4670625239444,-18.8425609673831,50.8667031322333
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-28.6339565665552,-20.3628108363499,53.6821514178964
"Right_Lateral_4-Posterior_end_of_molar_row",4.26889920072076,-23.8649715224196,55.8576253949916
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-9.74573999761617,-14.6603194686373,57.5498201411788
"Right_Lateral_6-Tip_of_the_postorbital_process",4.06384344527692,-4.91296517265798,44.104649913298
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.9198068195864,-23.1346990550263,47.5151577697902
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",26.9492740899298,-18.5983978938863,64.4563031082476
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",28.7650310818103,-33.4119951872402,56.0293022851463
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-37.8940160151566,-28.1037371264956,47.9872678672644
"Ventral_10-Posterior_edge_of_the_jugular_foramen",55.3472629274192,-30.3432334424048,55.2287709543219
"Ventral_12-Anterior_point_of_the_foramen_magnum",59.5133816886821,-37.1760413664749,50.6587296432552
"Ventral_13-Posterior_point_of_incisive_foramen",-31.4552665563489,-28.4172938963228,44.6441634718238
"Ventral_14-Anterior_edge_of_P4",-13.4173860328784,-40.9748667315438,42.1315763625995
"Ventral_15-Posterior_edge_of_P4",-3.08005280332485,-44.6797978522175,40.3497933096799
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",4.50861474687879,-39.2428409222672,42.2523480093781
"Ventral_18-Tip_of_ventral_squamosal_projection",27.725641736203,-46.5455062037752,41.9064852177581
"Ventral_19-Anterior_point_of_external_auditory_meatus",37.8820891046041,-47.6254018553094,37.1843738658215
"Ventral_2-Posterior_point_of_incisive_foramen",-31.133231268005,-25.5782590952438,47.738575286355
"Ventral_20-Posterior_edge_of_the_jugular_foramen",54.8234647993825,-40.6718442559408,42.9581342055431
"Ventral_3-Anterior_edge_of_P4",-12.3726731162416,-24.6646375850994,59.5541771698212
"Ventral_4-Posterior_edge_of_P4",-1.69098829490541,-23.660781063626,62.427565072048
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",5.27375627117274,-25.9730651514127,56.220480197433
"Ventral_6-Posterior_junction_of_left_and_right_palatine",15.5136001769438,-33.8808218285564,49.999712422727
"Ventral_8-Tip_of_ventral_squamosal_projection",29.4532738810383,-27.2965394130052,61.8538670928574
"Ventral_9-Anterior_point_of_external_auditory_meatus",39.742878166209,-21.8844391122161,62.135705039265
