"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-36.2511525691224,-14.5924680759123,36.3503402809707
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-45.4180695605532,-27.018632510178,39.9907355847693
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",47.942925410262,-54.0360235224518,31.0457617083021
"Left_Lateral_11-Tip_of_the_jugular_process",64.4851774790752,-46.7327586354588,38.4601284394244
"Left_Lateral_14-Tip_of_the_postmandibular_process",0.632991010746919,-36.3767008090196,19.4454625097882
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-41.172606445313,-30.3085690898889,35.7878778317403
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-35.0626629967589,-33.5690846144759,37.5207343757193
"Left_Lateral_4-Posterior_end_of_molar_row",0.709733636485923,-38.4957514088029,40.8240146429326
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-14.1161640660339,-38.6681067521622,29.2655312927743
"Left_Lateral_6-Tip_of_the_postorbital_process",-0.123227574099778,-21.486108092959,19.635738861712
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",15.9798566025919,-30.2543508821661,38.6790365137732
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",30.3421011910083,-53.519393922227,30.8554312061653
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",33.954134181401,-43.5213930432846,48.9989725845542
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-44.7140025580574,-19.2805137729389,49.4436208713499
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",50.2035709845337,-16.8895538847005,68.1452288023671
"Right_Lateral_11-Tip_of_the_jugular_process",65.5862314687924,-25.9318530841357,60.5190595097504
"Right_Lateral_14-Tip_of_the_postmandibular_process",2.7463835799243,-2.46694936748156,56.7491298432424
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-40.1075465973674,-18.0043542272022,51.2641087627773
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-34.1819341753912,-18.7138413471691,55.0265272222361
"Right_Lateral_4-Posterior_end_of_molar_row",1.59778066335512,-24.1432147899126,57.6140753481918
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-12.1971012812325,-11.7035226199712,58.417779352562
"Right_Lateral_6-Tip_of_the_postorbital_process",1.62567109268813,-3.00414734652698,43.0107917350154
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.7331861314117,-23.0663490617405,47.9890766234325
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",32.8686508827899,-17.0562995630146,68.8274755411734
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",34.8042271918068,-34.7349676007098,58.8582972572638
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-45.08746960548,-26.174450728611,47.5599704330808
"Ventral_10-Posterior_edge_of_the_jugular_foramen",62.6896247664878,-30.5098024146455,55.5293668856741
"Ventral_12-Anterior_point_of_the_foramen_magnum",68.0084976998253,-37.5955222026758,50.8851050942945
"Ventral_13-Posterior_point_of_incisive_foramen",-38.2944725229113,-27.010444991761,44.8897818375311
"Ventral_14-Anterior_edge_of_P4",-17.9426106940194,-41.6027529435386,41.7600368174884
"Ventral_15-Posterior_edge_of_P4",-6.15651399272518,-46.3913853733156,39.7500058344592
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",2.13559928495122,-40.2971249012229,42.9743906135779
"Ventral_18-Tip_of_ventral_squamosal_projection",35.7880413404017,-47.2793261413778,41.6868229051905
"Ventral_19-Anterior_point_of_external_auditory_meatus",44.1466708487866,-50.105520030835,32.8704052520567
"Ventral_2-Posterior_point_of_incisive_foramen",-37.8614891115349,-24.4756027356285,47.8577770003275
"Ventral_20-Posterior_edge_of_the_jugular_foramen",62.5429042985272,-41.2722869840614,43.2137130944571
"Ventral_3-Anterior_edge_of_P4",-16.7064846703569,-24.1488215358473,61.9300533563207
"Ventral_4-Posterior_edge_of_P4",-5.03692905018502,-24.2778707595511,66.2654180833234
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",2.93990425969311,-26.1643569464159,58.9618591939952
"Ventral_6-Posterior_junction_of_left_and_right_palatine",19.7018615191061,-36.2649280153021,51.4888708447824
"Ventral_8-Tip_of_ventral_squamosal_projection",36.5889058806187,-28.0037578011991,63.5480338764205
"Ventral_9-Anterior_point_of_external_auditory_meatus",44.6092908799205,-22.0577036889218,66.6291634379564
