"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-35.0761586423288,-15.3658679974499,36.702360368217
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-44.3618402526854,-27.3381126528278,40.6106577644551
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",47.6438898366309,-51.6225297571604,31.2265289908006
"Left_Lateral_11-Tip_of_the_jugular_process",62.6210226947507,-49.4998194272016,39.3891604981177
"Left_Lateral_14-Tip_of_the_postmandibular_process",0.831111123835268,-36.6296905826638,18.6931133940413
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-40.9605223305681,-31.5718698473941,35.7881502029309
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-34.8364452999057,-34.8470648207422,38.2675883561365
"Left_Lateral_4-Posterior_end_of_molar_row",2.20084085251973,-37.4898880744012,41.5017468075198
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-12.9738713080131,-38.5312424147399,29.0980416137823
"Left_Lateral_6-Tip_of_the_postorbital_process",0.927452945391617,-22.291481423011,19.7408515638647
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.0380866000686,-29.7488419974139,38.769040671634
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",30.8001865315576,-52.1680348320139,30.5067102499199
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",33.4224514120895,-42.1421602520767,49.1850567145821
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-44.3142845342642,-20.168200570445,49.4179794550341
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",49.458124232534,-18.9427621272043,67.2567264307726
"Right_Lateral_11-Tip_of_the_jugular_process",63.40969864722,-27.0391358866372,61.5057952066966
"Right_Lateral_14-Tip_of_the_postmandibular_process",2.92169687651778,-4.06999716324077,57.3565198288757
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-40.661847486181,-17.1431627637016,53.650314703805
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-34.1814336322391,-19.5696439446091,56.0180566052811
"Right_Lateral_4-Posterior_end_of_molar_row",2.46158191613056,-24.1683034306302,55.989770477072
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.5499876655499,-12.3331299905581,59.0376766692933
"Right_Lateral_6-Tip_of_the_postorbital_process",1.69252782857702,-1.6987118172871,42.29810814688
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",15.6091412736497,-21.5458710601338,47.0877920628691
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",31.8788378350957,-18.1260554580277,69.3156027427964
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",33.6712280582009,-34.4515300825953,57.4908107872249
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-44.0154296071836,-26.7792153989179,47.7554923332449
"Ventral_10-Posterior_edge_of_the_jugular_foramen",61.879098607213,-30.1210909485275,55.6635404363351
"Ventral_12-Anterior_point_of_the_foramen_magnum",65.3243712533824,-38.9586965766856,51.8861955542252
"Ventral_13-Posterior_point_of_incisive_foramen",-37.0427106524763,-27.6653464064365,44.9193397741153
"Ventral_14-Anterior_edge_of_P4",-16.8586533305856,-41.6754779230842,42.1375741414174
"Ventral_15-Posterior_edge_of_P4",-5.4432675300389,-46.3403408698669,39.7296762357915
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",2.88548557428748,-39.0858322922189,42.3368713943979
"Ventral_18-Tip_of_ventral_squamosal_projection",34.8618410429748,-46.6783038836372,41.8446397757109
"Ventral_19-Anterior_point_of_external_auditory_meatus",43.5934383623068,-50.3253874400022,33.0759076643963
"Ventral_2-Posterior_point_of_incisive_foramen",-36.7953997049601,-24.5436033390802,48.2399736088724
"Ventral_20-Posterior_edge_of_the_jugular_foramen",61.2768241794773,-42.2641932288968,43.370029090902
"Ventral_3-Anterior_edge_of_P4",-15.8196418044853,-23.8495793987985,61.2477568174983
"Ventral_4-Posterior_edge_of_P4",-3.89230865569041,-22.6590694366476,64.7423294679992
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",3.95316024960818,-24.8843170046939,57.8194645943543
"Ventral_6-Posterior_junction_of_left_and_right_palatine",18.7437267175397,-34.5039533580332,50.5797410410571
"Ventral_8-Tip_of_ventral_squamosal_projection",34.8139204615041,-28.9559543712547,63.6839408998877
"Ventral_9-Anterior_point_of_external_auditory_meatus",44.7975421381414,-19.4130959684529,65.5890781201164
