"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-30.0718712348543,-17.0115315298866,38.6790237496474
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-37.6037663625656,-28.2452563015553,42.1949030993139
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",42.1028624582406,-48.2670886591534,34.1267172397173
"Left_Lateral_11-Tip_of_the_jugular_process",57.0750134744593,-44.6118667780647,40.5861433473487
"Left_Lateral_14-Tip_of_the_postmandibular_process",2.0577763926635,-36.778026498085,24.5819590717633
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-34.1219351788186,-30.4159586873067,39.6324792822364
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-29.3428683330051,-32.980664127272,39.9607794059968
"Left_Lateral_4-Posterior_end_of_molar_row",3.63354823866324,-37.1232108040811,42.4842308318537
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.7352881023805,-36.9749546572614,33.532989961142
"Left_Lateral_6-Tip_of_the_postorbital_process",2.51644118795155,-23.5234022720105,24.2966135845619
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",13.903538883021,-29.9503763114537,39.7692850980179
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",25.2732724990288,-47.9536188316451,31.8366196439764
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.4255275975836,-41.6408167442121,48.1216886132035
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.945451721638,-21.2129077060968,49.1832978870214
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",43.6936396278283,-20.2732397432815,64.5509185189163
"Right_Lateral_11-Tip_of_the_jugular_process",57.3187384464697,-27.9057424586418,59.905031966614
"Right_Lateral_14-Tip_of_the_postmandibular_process",5.00159049831438,-7.23385724910088,56.5133543313211
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-33.0818592406989,-19.6756282160057,51.0126136445825
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-28.235197381323,-20.5076329631788,53.3478056558221
"Right_Lateral_4-Posterior_end_of_molar_row",4.48313845319304,-25.558437809317,54.7392535748584
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-10.1206936111255,-15.256444813691,56.9269880354534
"Right_Lateral_6-Tip_of_the_postorbital_process",2.92273031469253,-6.18796518545442,43.066450306949
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.8215513177751,-23.5758083613039,47.1631987535997
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",27.2173565774046,-18.4332373150711,64.8237676408389
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.9122875621761,-33.8828053589867,56.6730966206096
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-37.3831748194013,-27.6453511171601,47.3989755219174
"Ventral_10-Posterior_edge_of_the_jugular_foramen",55.2465902057085,-30.7772371451454,55.7124320400021
"Ventral_12-Anterior_point_of_the_foramen_magnum",58.904817890359,-37.8349510724015,51.7735057168849
"Ventral_13-Posterior_point_of_incisive_foramen",-31.6346674115163,-27.9990194935621,44.8950946607766
"Ventral_14-Anterior_edge_of_P4",-13.914836268342,-40.2487239202927,41.4848297174525
"Ventral_15-Posterior_edge_of_P4",-2.98132060230862,-44.1429614929021,39.8767111387697
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",4.36320891490984,-38.8094278118434,42.7632576545618
"Ventral_18-Tip_of_ventral_squamosal_projection",28.1281994612133,-45.3423412014837,40.4041824132559
"Ventral_19-Anterior_point_of_external_auditory_meatus",37.436475970103,-46.9595968957764,35.2297758817228
"Ventral_2-Posterior_point_of_incisive_foramen",-31.2088399048075,-25.5447874204829,47.4060342336058
"Ventral_20-Posterior_edge_of_the_jugular_foramen",54.6741911680879,-40.6323150556216,43.8695903992599
"Ventral_3-Anterior_edge_of_P4",-12.5094374412869,-24.2455489313538,58.8476900061098
"Ventral_4-Posterior_edge_of_P4",-1.3337810469745,-23.9300760780714,62.8946930968583
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",5.67573422581277,-26.2481811256085,55.6725058304886
"Ventral_6-Posterior_junction_of_left_and_right_palatine",17.0676165182755,-33.3547053924663,49.2000995770439
"Ventral_8-Tip_of_ventral_squamosal_projection",29.3236235798278,-26.6956471809622,61.6068694627277
"Ventral_9-Anterior_point_of_external_auditory_meatus",38.9790020113328,-21.6152155021499,63.7802540461216
