"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-28.1052272547538,-17.4948656159333,38.2448923399438
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-35.979939417342,-28.3584945812157,42.0206440265098
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",42.2515139542843,-48.7744221455659,33.7700318098495
"Left_Lateral_11-Tip_of_the_jugular_process",54.7639400873751,-45.6357657854797,39.8489504170364
"Left_Lateral_14-Tip_of_the_postmandibular_process",3.26147221011568,-35.8399711545491,24.2309699798612
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-32.3505457904131,-30.6607707225539,38.4077886450546
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-27.8671422546601,-32.9523906329747,39.6158984629096
"Left_Lateral_4-Posterior_end_of_molar_row",3.89831480052032,-37.2899677517446,42.2806916853586
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.1918521557859,-36.4800972359544,33.5508395395359
"Left_Lateral_6-Tip_of_the_postorbital_process",2.98448066821551,-22.870680951259,23.7467729313153
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.3536213068069,-30.6247712249981,40.3858751728788
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",24.8625675699843,-47.2533226762708,32.7899815371425
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",28.225204240267,-41.4634063950346,47.6175984970095
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-36.2805758950813,-22.0897957522145,48.864925198591
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",43.6026829135412,-20.2033325762254,64.7363929547922
"Right_Lateral_11-Tip_of_the_jugular_process",55.1315693403913,-26.3624177374866,58.2788104764486
"Right_Lateral_14-Tip_of_the_postmandibular_process",4.33606548995721,-7.90421961677732,56.3668755169131
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-32.2795262620794,-19.5852969478348,51.0323775674708
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-27.4347396832003,-20.2609439985363,53.4524117958878
"Right_Lateral_4-Posterior_end_of_molar_row",4.13195422391716,-25.1389637463117,55.0058536472451
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-10.0343414365935,-15.4509017115879,56.6541433954105
"Right_Lateral_6-Tip_of_the_postorbital_process",2.6861052135349,-5.70045693973647,43.6931079080001
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",14.1914621771908,-22.5495582724295,47.9707082608564
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",26.2506314823251,-18.0197786554146,64.5954037388256
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",29.0958459132508,-32.4942974612153,56.6175030324281
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-36.1537252833939,-27.8061963476552,47.9184143875846
"Ventral_10-Posterior_edge_of_the_jugular_foramen",53.3116520660193,-31.156423133611,55.3177627499121
"Ventral_12-Anterior_point_of_the_foramen_magnum",56.5537972008771,-37.3421246789869,51.1273591449505
"Ventral_13-Posterior_point_of_incisive_foramen",-29.8074323848236,-28.1380835662334,45.3101435578449
"Ventral_14-Anterior_edge_of_P4",-12.5875098796084,-40.6627951337113,42.2188442040881
"Ventral_15-Posterior_edge_of_P4",-2.94185076320341,-44.0855285081023,40.4844151502051
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",4.73786828998661,-38.9943435038219,42.8540688458006
"Ventral_18-Tip_of_ventral_squamosal_projection",27.951701986414,-45.8491831528384,40.6773203908235
"Ventral_19-Anterior_point_of_external_auditory_meatus",37.3031350558683,-47.7549728878582,35.1713586496128
"Ventral_2-Posterior_point_of_incisive_foramen",-29.396386210681,-25.5477980406662,48.3638567940556
"Ventral_20-Posterior_edge_of_the_jugular_foramen",52.866298589819,-41.3151535170956,43.7324323369089
"Ventral_3-Anterior_edge_of_P4",-11.8440685232868,-24.9465932720083,59.6205331213869
"Ventral_4-Posterior_edge_of_P4",-1.92018312271861,-24.3087406636399,62.6319937744425
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",5.37915070610442,-26.0637841413561,56.7516007976941
"Ventral_6-Posterior_junction_of_left_and_right_palatine",15.6248817176247,-33.2487728313786,49.5877972062873
"Ventral_8-Tip_of_ventral_squamosal_projection",28.6808817806345,-26.5286862139984,62.0367852919835
"Ventral_9-Anterior_point_of_external_auditory_meatus",38.6717321466491,-21.9984963371347,62.941576322069
