"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-44.0174810004717,-45.2043254292049,38.8648681351287
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-47.1756609772955,-28.7749130097579,36.4727164818211
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",48.0039796858448,-45.5715996210885,24.2881620072807
"Left_Lateral_11-Tip_of_the_jugular_process",63.7172452656733,-46.3717809138779,37.8884698783455
"Left_Lateral_14-Tip_of_the_postmandibular_process",-0.684396804412729,-51.1804626493831,16.2562802177205
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-41.9430864063143,-28.1041848594781,30.8383444909264
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-33.7246457012443,-27.0415880176577,33.7638516028716
"Left_Lateral_4-Posterior_end_of_molar_row",1.15328876510948,-36.8945492148968,38.4665244761772
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-14.6632913245829,-38.828348444692,27.0065725549783
"Left_Lateral_6-Tip_of_the_postorbital_process",-8.1663407791867,-63.2680058765407,27.3332357143437
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",12.0726248472416,-51.8003467027818,42.2519454174752
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",31.8686414076351,-41.8285044986949,25.4330612727617
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",34.789090437031,-39.9700098908899,46.7413145991808
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-44.6598831096262,-14.789840172424,49.406964507351
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",51.6684958366076,-20.767278625136,72.7606910437254
"Right_Lateral_11-Tip_of_the_jugular_process",66.2329621905952,-31.8543978298887,66.0676419782419
"Right_Lateral_14-Tip_of_the_postmandibular_process",3.88593484638209,2.35416481200195,64.382125173587
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-40.8809153440336,-12.5851400964616,55.4207698529151
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-33.533160001897,-16.8299308947868,57.7066062928742
"Right_Lateral_4-Posterior_end_of_molar_row",3.43387558636817,-22.5140960587027,56.7495657280379
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.1882887904738,-8.09910266591184,61.2815535699022
"Right_Lateral_6-Tip_of_the_postorbital_process",2.46799909511032,5.35195635094913,47.2187949342854
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",18.9885756676066,-16.4143386520789,48.455066085469
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",34.4354091487646,-19.0003724120353,72.5122464048282
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",35.9170755603449,-34.2403672911915,57.4546870307724
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-45.7157262080172,-22.4459423774613,47.1155552934115
"Ventral_10-Posterior_edge_of_the_jugular_foramen",64.2493794070829,-32.7428445769084,58.7399111276364
"Ventral_12-Anterior_point_of_the_foramen_magnum",68.5119946261271,-40.1891800534576,52.0855036094964
"Ventral_13-Posterior_point_of_incisive_foramen",-37.6153424923763,-21.1067262210839,43.8460380227918
"Ventral_14-Anterior_edge_of_P4",-17.5079553931149,-34.7305541550651,38.5825615910494
"Ventral_15-Posterior_edge_of_P4",-5.55935727050666,-39.3039457809253,35.8040366602536
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",3.65166808896025,-33.7937190650185,40.463459991169
"Ventral_18-Tip_of_ventral_squamosal_projection",35.5668969743084,-41.809097441518,37.4582700501055
"Ventral_19-Anterior_point_of_external_auditory_meatus",44.0067776206688,-42.891892683808,28.2524701166318
"Ventral_2-Posterior_point_of_incisive_foramen",-37.7583135437411,-19.2843574823901,47.8856422723372
"Ventral_20-Posterior_edge_of_the_jugular_foramen",62.7364029182909,-40.3537476907252,42.6163882750739
"Ventral_3-Anterior_edge_of_P4",-16.2655740914984,-23.0404875892875,61.6452263259366
"Ventral_4-Posterior_edge_of_P4",-4.1305227704739,-24.7686166159793,66.5194362788937
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",3.99925344888619,-25.7292938950816,58.1641608150382
"Ventral_6-Posterior_junction_of_left_and_right_palatine",19.3270776047946,-30.5447703426726,50.2292381481439
"Ventral_8-Tip_of_ventral_squamosal_projection",36.7827448672542,-28.60982045457,65.5131061045923
"Ventral_9-Anterior_point_of_external_auditory_meatus",46.6560329266284,-21.634207128838,70.5826471293623
