"","V1","V2","V3"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-36.1270817760456,-16.0730430624718,37.4687355029275
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-45.5005856353795,-28.7766079091861,42.3736573514721
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",47.5374603913369,-52.1214984027989,30.5362539331085
"Left_Lateral_11-Tip_of_the_jugular_process",62.793558035059,-47.948709448326,38.5654354278061
"Left_Lateral_14-Tip_of_the_postmandibular_process",2.1135270431019,-35.8548693280857,20.5130812209981
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-41.3544926898655,-31.5705022390377,37.8048669201905
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-34.7003995916012,-34.592882848668,39.2622338318459
"Left_Lateral_4-Posterior_end_of_molar_row",1.07436332427246,-37.9933792195129,41.3549610537987
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-14.2371367929715,-37.4031319192444,30.3496305421213
"Left_Lateral_6-Tip_of_the_postorbital_process",2.30647065702755,-20.0887973541928,20.2499214886961
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.0393569892663,-29.5800460791608,38.1074494657254
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",30.7389539693615,-51.4065519689905,31.2474539939001
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",34.3000595956434,-43.0069748115686,48.7323935297959
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-44.3365527282735,-17.0632210875968,46.1354428108743
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",49.5259718820614,-17.775173206146,67.7192629688744
"Right_Lateral_11-Tip_of_the_jugular_process",63.5276898613917,-27.7957641823024,64.2304448573981
"Right_Lateral_14-Tip_of_the_postmandibular_process",3.84173340619209,-8.12219868638267,59.4741752433545
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-39.8462509192466,-13.9719616053858,50.6984601396265
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-33.3748074700943,-17.4219200999211,53.6896399799817
"Right_Lateral_4-Posterior_end_of_molar_row",1.60703415525765,-23.9487583610685,54.7698736012241
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-12.0023693423365,-11.2517895829731,55.7060232220776
"Right_Lateral_6-Tip_of_the_postorbital_process",3.46165847053264,-4.17417471519516,43.5361341490753
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",16.4240118500278,-22.0408102612871,45.8129186548424
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",32.3780230210953,-18.4837249940258,68.107686734071
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",34.1951215469913,-34.6800994050078,58.5032970220326
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-45.3891169485184,-28.5817702412244,49.5567008225342
"Ventral_10-Posterior_edge_of_the_jugular_foramen",62.1973092672401,-29.7676551394341,55.5878726994537
"Ventral_12-Anterior_point_of_the_foramen_magnum",66.548299515083,-38.1319144800287,51.3397480967199
"Ventral_13-Posterior_point_of_incisive_foramen",-38.0962177956919,-28.3168978397834,46.0657828963162
"Ventral_14-Anterior_edge_of_P4",-17.6873148221782,-41.8919170120982,42.7429291018206
"Ventral_15-Posterior_edge_of_P4",-5.7911251347801,-46.9596393718759,40.4696482738842
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",2.27902924800256,-39.9502539075623,42.328928416922
"Ventral_18-Tip_of_ventral_squamosal_projection",34.7625194289396,-47.2408945464174,40.9281963524425
"Ventral_19-Anterior_point_of_external_auditory_meatus",43.7707766686257,-49.1503174159525,32.9004325968076
"Ventral_2-Posterior_point_of_incisive_foramen",-37.9003502592876,-25.5190989089882,48.9232113400246
"Ventral_20-Posterior_edge_of_the_jugular_foramen",61.7070716262745,-41.9003965222515,43.9100382617496
"Ventral_3-Anterior_edge_of_P4",-16.7076675430513,-24.3288145982772,60.7143447399071
"Ventral_4-Posterior_edge_of_P4",-4.50066016956491,-24.2913464113812,64.1865439965568
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",2.865089481383,-26.3185637885887,57.2829804643266
"Ventral_6-Posterior_junction_of_left_and_right_palatine",19.0751460091706,-34.6673100613859,50.1172293071523
"Ventral_8-Tip_of_ventral_squamosal_projection",36.1262848594303,-27.3720709446382,63.0339061565584
"Ventral_9-Anterior_point_of_external_auditory_meatus",45.2890941301676,-19.671114250977,65.4877840939299
