"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-63.4303695885005,-14.5207393016043,4.67125903003718
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-70.9193604083632,-5.73592885163827,17.3193284669862
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",11.0586578196149,5.88174398890189,17.0286069862525
"Left_Lateral_11-Tip_of_the_jugular_process",23.9402634220916,9.62905591266332,8.05779031853919
"Left_Lateral_14-Tip_of_the_postmandibular_process",-25.761647615807,-12.4096396330253,19.7321581267259
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-65.726809208346,-7.42563815830269,21.0462769080442
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-61.3044165828304,-3.90603476219905,20.3949739989329
"Left_Lateral_4-Posterior_end_of_molar_row",-28.9535938157367,2.15865296794364,15.4803709100787
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-41.6699323466551,-6.83793958416223,22.5467369570452
"Left_Lateral_6-Tip_of_the_postorbital_process",-28.9035130363687,-19.1545534445845,8.50736061067593
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-19.3199564831809,-0.812159351662415,6.5575875847207
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-4.77621665385594,1.50137344496869,22.1356076435862
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-4.29507775920587,12.7383127231782,9.10285630750429
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-72.7503907185439,-3.40418667395519,8.63227662644837
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",1.75060477380725,19.4201198515901,-20.44364485208
"Right_Lateral_11-Tip_of_the_jugular_process",17.5767640114126,18.6795054077919,-16.7677832467963
"Right_Lateral_14-Tip_of_the_postmandibular_process",-34.9571498420258,1.72187628070807,-20.4831695482788
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-69.7492021329585,-1.98637536995693,3.64343831347661
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-65.4262116146682,1.69724133856858,2.4860521064865
"Right_Lateral_4-Posterior_end_of_molar_row",-33.6320146600222,8.67477842096021,-3.84156596125925
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-49.09370299634,4.32438022667747,-8.94151534253156
"Right_Lateral_6-Tip_of_the_postorbital_process",-34.714807133953,-10.6234733543293,-14.9662261400453
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-21.7653190489425,2.14367533707967,-3.52831711212334
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-14.5729343107602,16.035701111239,-17.93559784374
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-8.4257119945321,15.9032901518091,-1.9372196062916
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-71.756363372637,-0.558820513581507,14.0160869336983
"Ventral_10-Posterior_edge_of_the_jugular_foramen",16.7536271901248,16.5018372766447,-11.010026146456
"Ventral_12-Anterior_point_of_the_foramen_magnum",22.932860717681,16.1891803609272,-4.18006231712157
"Ventral_13-Posterior_point_of_incisive_foramen",-64.8067916400624,-2.66279579578494,14.1104277291757
"Ventral_14-Anterior_edge_of_P4",-44.7099889459812,2.98189342440608,21.4334645551756
"Ventral_15-Posterior_edge_of_P4",-33.7399064920986,4.25837642560461,22.7712260653513
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",-27.809331220324,4.12308283026002,15.3161564600514
"Ventral_18-Tip_of_ventral_squamosal_projection",-4.12170665799835,9.69993444533898,15.8396563789375
"Ventral_19-Anterior_point_of_external_auditory_meatus",6.82820166921071,7.1409903952916,16.2510520034132
"Ventral_2-Posterior_point_of_incisive_foramen",-65.6523298281983,-1.27546183849988,10.2246099941353
"Ventral_20-Posterior_edge_of_the_jugular_foramen",20.6658340054344,10.6368218709893,3.40591378691563
"Ventral_3-Anterior_edge_of_P4",-50.2671376364766,10.5586468796569,-0.529525320649292
"Ventral_4-Posterior_edge_of_P4",-40.7813992421127,13.6995683272665,-5.37904654942728
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",-32.3685737990536,10.0980819864745,-2.44035782556968
"Ventral_6-Posterior_junction_of_left_and_right_palatine",-19.8120769852847,9.4840918001468,4.4909028392152
"Ventral_8-Tip_of_ventral_squamosal_projection",-10.0751740595449,18.1563876509861,-9.93727330810039
"Ventral_9-Anterior_point_of_external_auditory_meatus",-1.20231530044901,16.8970464157855,-17.348930054989
