"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",34.614050308932,21.4128061890356,0.787438835170236
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",42.3877884313002,25.5801121403306,13.7116746078464
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-52.309393266521,20.3991066889095,25.8956853271475
"Left_Lateral_11-Tip_of_the_jugular_process",-64.7275257973706,8.55928451899313,26.9240609151242
"Left_Lateral_14-Tip_of_the_postmandibular_process",-7.24376282432252,36.8723547528138,9.43272584475652
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",37.4148544314238,30.6954070199585,15.0732650375066
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",31.473922126355,28.3792235953604,18.7772430121589
"Left_Lateral_4-Posterior_end_of_molar_row",-4.02435763166848,17.159191918818,20.5627078182711
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",7.89285252972762,32.2533129365096,16.6440571292312
"Left_Lateral_6-Tip_of_the_postorbital_process",-4.74405509925046,29.771839657061,-2.81576082051114
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-16.6485036924248,12.6207648774861,11.6804522884856
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-36.3011414184576,25.6039513069896,26.9780536130691
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-33.3328315271282,4.45626757585506,26.4884925369972
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",45.3391776566628,14.8643785274847,11.37904284185
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-41.2425359570337,-25.2969366773777,13.2929048278915
"Right_Lateral_11-Tip_of_the_jugular_process",-57.2227762527916,-20.4396592779304,17.0757189919314
"Right_Lateral_14-Tip_of_the_postmandibular_process",4.07729728002771,-11.1211099956852,-1.87320715741568
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",43.1868476358395,8.95904597567751,10.4312376327191
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",37.0200088389689,6.28232965019422,13.3113531369946
"Right_Lateral_4-Posterior_end_of_molar_row",0.907846879604993,-1.17234049103611,15.3604283814901
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",17.0109070634514,-5.2846871917338,7.02584968883127
"Right_Lateral_6-Tip_of_the_postorbital_process",2.56419965839334,1.20155685023497,-10.8036063935461
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-13.1665263584152,2.00614155577256,8.23372099874547
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-23.728366482678,-22.8919607797513,14.4791806180144
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-30.5921702858235,-6.10159131735446,23.4530972595911
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",43.613354290163,19.0698538959698,16.4676777661251
"Ventral_10-Posterior_edge_of_the_jugular_foramen",-57.4570487467633,-13.6648976226986,17.2200976647403
"Ventral_12-Anterior_point_of_the_foramen_magnum",-63.0211721418775,-7.48411515842992,23.1429323050986
"Ventral_13-Posterior_point_of_incisive_foramen",36.1585853529232,20.1047314260724,15.571436887493
"Ventral_14-Anterior_edge_of_P4",13.7958880466141,23.3295268599087,25.6177615248267
"Ventral_15-Posterior_edge_of_P4",1.51732608788704,24.4731615972502,28.0258660542757
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",-4.77788844818762,16.9467789188365,22.3234694270738
"Ventral_18-Tip_of_ventral_squamosal_projection",-36.9805309788193,12.3860807106176,27.0737401341685
"Ventral_19-Anterior_point_of_external_auditory_meatus",-47.8077396443319,19.286696078039,25.8144811781037
"Ventral_2-Posterior_point_of_incisive_foramen",37.1194905788715,15.8253087091143,14.3080074655583
"Ventral_20-Posterior_edge_of_the_jugular_foramen",-61.4138273482748,2.34943804285933,22.4001599199228
"Ventral_3-Anterior_edge_of_P4",19.673353089822,-1.13919043035449,18.4918535898526
"Ventral_4-Posterior_edge_of_P4",9.08384074504748,-7.75280985488786,18.3782999494307
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",-0.273889751902551,-2.83195368809561,16.7512714696421
"Ventral_6-Posterior_junction_of_left_and_right_palatine",-17.6216444999109,3.75201610431492,21.1579259962112
"Ventral_8-Tip_of_ventral_squamosal_projection",-29.5114826064213,-14.1182582373032,21.3490239352505
"Ventral_9-Anterior_point_of_external_auditory_meatus",-37.1675971779492,-22.4491001336139,13.2035111169953
