"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-30.032581054939,-47.5137321305754,9.81551413760019
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-41.4932280073408,-58.4669237634834,3.52985516038345
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",52.4912587795295,-75.8221062676533,1.32955135477071
"Left_Lateral_11-Tip_of_the_jugular_process",66.3758373575915,-68.7729982061807,10.8035205772591
"Left_Lateral_14-Tip_of_the_postmandibular_process",7.77613841185368,-60.9436769234274,-12.5424678484661
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-36.3857829290831,-60.9115404593936,-1.69698704533578
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-30.189232652409,-62.1735167109327,0.607562240196444
"Left_Lateral_4-Posterior_end_of_molar_row",5.51774212831362,-62.5239756864363,7.18963781259592
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-9.26957014295432,-64.198049587238,-5.20679433809971
"Left_Lateral_6-Tip_of_the_postorbital_process",6.85846805047603,-46.2844271542865,-12.1843132765881
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",19.8552840970811,-53.1695925678391,3.23054030584751
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",34.6927017271336,-74.354139600216,1.27383366874656
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",36.2602575391614,-64.1123756043083,17.2159238922977
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-42.831116348052,-46.9560445188487,8.15751055235676
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",48.3905060092694,-35.387087890444,33.4099570361603
"Right_Lateral_11-Tip_of_the_jugular_process",65.0596589261493,-44.8889010756982,30.4261896674559
"Right_Lateral_14-Tip_of_the_postmandibular_process",-4.11098785450064,-20.7359557110142,-13.8898117388118
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-38.0110208996346,-42.5529967322123,6.9019505513172
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-31.9670694517395,-42.704446005918,13.6539637152407
"Right_Lateral_4-Posterior_end_of_molar_row",3.49549963102951,-45.7718853604935,19.0364880129718
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-11.8716010123529,-35.2750839925241,16.3955017757597
"Right_Lateral_6-Tip_of_the_postorbital_process",4.74664455905108,-28.6560256992404,0.123092922728394
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",19.2448852392164,-44.1179910182748,9.58748926749506
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",32.1542594905293,-36.3614796240193,31.2307227658234
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",35.2840402100222,-54.1048665418749,24.4950169185422
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-43.1398457245269,-55.2081842814261,8.43033196721679
"Ventral_10-Posterior_edge_of_the_jugular_foramen",63.2347360230991,-49.4406754677765,25.1555336808679
"Ventral_12-Anterior_point_of_the_foramen_magnum",68.6001442349721,-57.6909721417049,21.5634404768637
"Ventral_13-Posterior_point_of_incisive_foramen",-35.2458505473184,-55.4192358179901,5.46192364318277
"Ventral_14-Anterior_edge_of_P4",-13.3433766352121,-67.7629390532037,7.89852201798093
"Ventral_15-Posterior_edge_of_P4",-1.38488634962939,-71.4440332689855,7.22156792973022
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",6.53176950707033,-64.2608821714687,7.42398705839046
"Ventral_18-Tip_of_ventral_squamosal_projection",37.4536022965749,-68.4788412093919,10.2797500088967
"Ventral_19-Anterior_point_of_external_auditory_meatus",46.6211237255253,-72.4518808069688,5.16517698188566
"Ventral_2-Posterior_point_of_incisive_foramen",-35.5491340950122,-51.616394012085,8.29412871435743
"Ventral_20-Posterior_edge_of_the_jugular_foramen",63.8478619757852,-62.1521516940127,14.4233477886041
"Ventral_3-Anterior_edge_of_P4",-15.0887647454824,-47.5594577471815,22.5705248407117
"Ventral_4-Posterior_edge_of_P4",-3.46908844517766,-45.1923776781688,26.7443597785945
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",5.13762940092234,-47.6486459202892,20.1467269305685
"Ventral_6-Posterior_junction_of_left_and_right_palatine",21.4250029573668,-56.0933398931667,15.7950072410598
"Ventral_8-Tip_of_ventral_squamosal_projection",35.8692175636851,-45.6540069322217,28.448223649848
"Ventral_9-Anterior_point_of_external_auditory_meatus",43.956540904855,-39.3902621235697,30.7345604463917
