"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",31.6701390261107,-1.03511253460174,1.99411563352421
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",39.1414768578252,0.287716887131555,13.7293896988046
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-38.8177254496394,24.4802304818239,26.2274348880714
"Left_Lateral_11-Tip_of_the_jugular_process",-54.4405095687305,18.5756738053777,25.6662170023005
"Left_Lateral_14-Tip_of_the_postmandibular_process",1.62144428355873,23.666923712893,12.4172227530498
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",35.9858246964115,3.89086673912429,14.4078317657461
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",31.2716479655411,5.25247834370318,16.7418254397303
"Left_Lateral_4-Posterior_end_of_molar_row",-1.6643189776294,8.18430121725526,20.9369471462963
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",14.4863178166809,14.4986788281604,16.9830389514177
"Left_Lateral_6-Tip_of_the_postorbital_process",0.818705748813826,17.8660808560404,0.514168867139603
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-11.8226082287202,8.29304807060449,13.1209042571769
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-21.8612533214588,24.6967635869034,25.2229076825573
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-27.7422032389968,7.83224023490449,27.0390695994445
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",37.6136663394272,-9.04914131247454,10.6939588193932
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-44.1263803239294,-15.0877331032459,15.364073816956
"Right_Lateral_11-Tip_of_the_jugular_process",-57.0187388897822,-6.13291135558163,19.7322468276816
"Right_Lateral_14-Tip_of_the_postmandibular_process",-5.22258451157014,-17.8107535119949,0.845725736552043
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",33.549740154128,-10.989459897578,10.0967662382046
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",28.5257469909732,-12.1891897682508,11.815959578639
"Right_Lateral_4-Posterior_end_of_molar_row",-4.01857596013576,-7.86610043095669,16.3008451871061
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",10.0094766232997,-15.9765184495639,8.45074881861207
"Right_Lateral_6-Tip_of_the_postorbital_process",-1.88602993532751,-6.63150859107044,-6.23429292657737
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-13.6293791970261,-1.07340566420888,10.8508942066865
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-27.8118360807191,-17.8001702060098,14.178202897877
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-29.2706442163735,-3.23457863984638,24.0827808791605
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",38.4028433979606,-4.55855666310717,15.5892203166585
"Ventral_10-Posterior_edge_of_the_jugular_foramen",-54.4714616801189,-1.31672842346322,20.3902247850907
"Ventral_12-Anterior_point_of_the_foramen_magnum",-57.5319015008866,5.76673783163993,24.7682734562394
"Ventral_13-Posterior_point_of_incisive_foramen",32.9350902568757,-1.61942412564047,14.6378982780596
"Ventral_14-Anterior_edge_of_P4",15.979762086886,8.77315701634619,23.59271179503
"Ventral_15-Posterior_edge_of_P4",5.36671410227717,13.0621689761638,26.0948079840996
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",-2.3696391627256,8.78581572700613,22.5476278094239
"Ventral_18-Tip_of_ventral_squamosal_projection",-25.6022207722504,16.2170653947324,26.7952917732119
"Ventral_19-Anterior_point_of_external_auditory_meatus",-34.3183276282556,22.4450999104711,25.6660983240149
"Ventral_2-Posterior_point_of_incisive_foramen",32.1998563652508,-4.92214416852938,13.6079113289647
"Ventral_20-Posterior_edge_of_the_jugular_foramen",-52.4810034974293,13.6107527105078,23.6934781246675
"Ventral_3-Anterior_edge_of_P4",12.4543500541189,-13.7714603289713,17.3591436558699
"Ventral_4-Posterior_edge_of_P4",0.935859738025236,-16.3853125815218,18.7248706495682
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",-5.27573558990972,-8.25464176589069,17.3194597305877
"Ventral_6-Posterior_junction_of_left_and_right_palatine",-15.7847596425992,1.84963235348163,20.4232912355137
"Ventral_8-Tip_of_ventral_squamosal_projection",-29.3638751083282,-10.9526702949621,19.988119522992
"Ventral_9-Anterior_point_of_external_auditory_meatus",-39.3234001927405,-14.255357279371,16.2920624317169
