"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",72.7343557677448,-26.2862295398941,3.93431623070636
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",82.0167331435695,-28.9142269301745,17.3861345973131
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-5.34115282031989,-0.729729704789832,47.2877786218962
"Left_Lateral_11-Tip_of_the_jugular_process",-21.5245284419853,-9.2992829084671,47.6406848908145
"Left_Lateral_14-Tip_of_the_postmandibular_process",40.2656500118046,-0.172199030856781,24.1490934365294
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",78.9987440104914,-24.1107262320361,19.9171983018413
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",72.4728248010202,-24.6513646880943,23.9929009339475
"Left_Lateral_4-Posterior_end_of_molar_row",38.5009688415798,-21.825476642814,31.344354331042
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",54.2034011219496,-12.2206799797443,26.3693457456085
"Left_Lateral_6-Tip_of_the_postorbital_process",38.1616139241646,-4.46830057306573,10.4363706244062
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",22.3499562889418,-18.5506791118929,23.7010469762501
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",12.5401500066876,-3.37652460841352,44.5783883052495
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",4.13028918050732,-22.9080692774342,41.5935429114506
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",79.8289619926228,-39.3339361940832,12.0418842886996
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",-17.1557601271623,-42.7958163156896,20.0723299085711
"Right_Lateral_11-Tip_of_the_jugular_process",-28.7864722598329,-34.245937274381,30.4032825547782
"Right_Lateral_14-Tip_of_the_postmandibular_process",29.2514913480034,-41.6130519314602,-1.4446339940201
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",74.7076775122046,-41.7452525378911,8.54508225504287
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",68.4284419352117,-43.9225575351339,12.1048453060842
"Right_Lateral_4-Posterior_end_of_molar_row",34.7541558801898,-38.6182253054595,20.0128216911926
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",46.2960364359254,-43.9334686139023,6.77399935616489
"Right_Lateral_6-Tip_of_the_postorbital_process",33.1913115328786,-27.4698512604845,-4.64500437122383
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",20.6437899335843,-28.2046382754784,17.4446105211992
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",1.11526787349857,-46.1947801692113,17.7071460016906
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",2.00804383462836,-33.9546005234126,34.2884704496009
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",81.0625900577787,-37.6720215534226,19.5322716198104
"Ventral_10-Posterior_edge_of_the_jugular_foramen",-24.8267039305222,-27.3162176477403,32.5670005040438
"Ventral_12-Anterior_point_of_the_foramen_magnum",-27.8597836131217,-21.1069873308413,39.3554043033561
"Ventral_13-Posterior_point_of_incisive_foramen",74.3739942977875,-33.1502584090451,19.5588497012074
"Ventral_14-Anterior_edge_of_P4",57.379730999844,-25.1049645518945,34.2828444993373
"Ventral_15-Posterior_edge_of_P4",46.3696913588013,-21.0540539030332,39.6188194769768
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",37.4502699245129,-22.4165985814895,33.4288922070924
"Ventral_18-Tip_of_ventral_squamosal_projection",6.84794213595517,-15.1226527987295,43.0761095664409
"Ventral_19-Anterior_point_of_external_auditory_meatus",-1.2397406894801,-4.35475616213877,45.1989556108728
"Ventral_2-Posterior_point_of_incisive_foramen",73.183768861219,-37.3028653012584,17.6095768432916
"Ventral_20-Posterior_edge_of_the_jugular_foramen",-21.3836829782398,-12.931507894805,40.3465015904896
"Ventral_3-Anterior_edge_of_P4",51.9213923057633,-46.4741818961816,20.2593840529829
"Ventral_4-Posterior_edge_of_P4",39.3877653435564,-48.7032380100823,21.5102180533928
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",32.9263814674827,-40.1343734528438,22.4156549926453
"Ventral_6-Posterior_junction_of_left_and_right_palatine",20.0311663000544,-28.4062234993639,30.2101813289892
"Ventral_8-Tip_of_ventral_squamosal_projection",-0.0497909263819647,-41.1996545322597,28.430468960126
"Ventral_9-Anterior_point_of_external_auditory_meatus",-11.8845396986337,-41.865735026095,21.898690694173
