"","X","Y","Z"
"Lateral_13-Anterior_extent_of_the_nasal-premaxilla_suture",-72.6328315916005,-1.03012642981655,-3.58297679009995
"Left_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-80.161602545997,-11.1363371813384,6.57675325886146
"Left_Lateral_10-Posterior_point_of_the_external_auditory_meatus",15.6136614973039,-11.1306866898839,15.4273733552952
"Left_Lateral_11-Tip_of_the_jugular_process",29.0506788936514,1.06733940618953,22.1365949704567
"Left_Lateral_14-Tip_of_the_postmandibular_process",-28.8789108853297,-16.8041938393055,-4.28534974090829
"Left_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-74.5258265895577,-13.9024295977258,3.91163146953195
"Left_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-67.908273704221,-14.5718898833515,7.13838408189214
"Left_Lateral_4-Posterior_end_of_molar_row",-33.9754629457351,-6.52695390686645,14.9691678598818
"Left_Lateral_5-Midpoint_of_the_infraorbital_foramen",-45.9326404935616,-16.524509717694,3.96382543983415
"Left_Lateral_6-Tip_of_the_postorbital_process",-32.3326075734759,-4.42721502126184,-11.8156176790383
"Left_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-20.3120341034764,3.59934886031068,7.5928523766663
"Left_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-0.994026905695506,-14.4426010106639,14.5427113108645
"Left_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-1.1464918235465,2.22898689221794,25.7926494985221
"Right_Lateral_1-Intersection_of_anterior_margin_of_I3_with_premaxilla",-82.6721414574845,-1.95481226893387,10.4208678118585
"Right_Lateral_10-Posterior_point_of_the_external_auditory_meatus",4.13787068515875,36.9508620850246,29.7953913154461
"Right_Lateral_11-Tip_of_the_jugular_process",21.9893956307532,30.4351211605735,30.1043446819602
"Right_Lateral_14-Tip_of_the_postmandibular_process",-42.024108237064,30.8294076045454,8.22486503283796
"Right_Lateral_2-Intersection_of_anterior_margin_of_canine_with_maxilla",-79.1576792212718,4.33075998624231,9.46356729473808
"Right_Lateral_3-Intersection_of_posterior_margin_of_canine_with_maxilla",-73.0907701027839,7.1718077250279,14.1257981175523
"Right_Lateral_4-Posterior_end_of_molar_row",-38.4541402378508,12.5511659404279,19.9337179096434
"Right_Lateral_5-Midpoint_of_the_infraorbital_foramen",-55.4643583427085,19.0043847716757,13.871408905154
"Right_Lateral_6-Tip_of_the_postorbital_process",-42.0318197118761,23.0268799545813,-4.96223747751194
"Right_Lateral_7-Posterior_point_of_the_optic_foramen_on_the_orbitosphenoid",-24.0669509664083,18.4314567326792,10.5331445528895
"Right_Lateral_8-Tip_of_the_most_anterior_of_2_ventral_squamosal_projections",-12.7335308154958,33.0623017871099,26.955504176628
"Right_Lateral_9-Tip_of_the_hamulus_on_the_pterygoid_process",-4.38976707208436,15.3049646870713,29.4755975435447
"Ventral_1-Juncture_between_incisors_on_the_premaxilla",-81.7070064833144,-7.41062246627848,13.0084905439935
"Ventral_10-Posterior_edge_of_the_jugular_foramen",21.8372139198589,22.8234261528488,26.9422890437927
"Ventral_12-Anterior_point_of_the_foramen_magnum",28.1008026698757,15.0532729927882,27.1884704350823
"Ventral_13-Posterior_point_of_incisive_foramen",-73.9830942259809,-7.06533255328509,10.6708045238216
"Ventral_14-Anterior_edge_of_P4",-51.2490509002098,-14.9388830643761,16.2831455868983
"Ventral_15-Posterior_edge_of_P4",-38.6968196251203,-16.0006958379685,17.6073634790752
"Ventral_16-Point_of_max_external_curvature_of_M1_at_protocone",-32.6090085644087,-7.2348139659586,17.0942474601421
"Ventral_18-Tip_of_ventral_squamosal_projection",0.827820281919154,-5.73939275537238,21.3498486120212
"Ventral_19-Anterior_point_of_external_auditory_meatus",11.0649857703378,-9.51754872846688,16.2879801899935
"Ventral_2-Posterior_point_of_incisive_foramen",-74.4361263912946,-3.30279006872105,11.8893562190667
"Ventral_20-Posterior_edge_of_the_jugular_foramen",25.5594232170031,7.20599343795645,22.4607968250904
"Ventral_3-Anterior_edge_of_P4",-57.4408530555443,10.0858161411865,22.2810644300179
"Ventral_4-Posterior_edge_of_P4",-46.7089151606676,15.6259831138788,26.557274825936
"Ventral_5-Point_of_max_external_curvature_of_M1_at_protocone",-37.2805550477903,12.3317401494179,22.2006687271394
"Ventral_6-Posterior_junction_of_left_and_right_palatine",-17.3221196481013,6.25794075599001,22.312486838231
"Ventral_8-Tip_of_ventral_squamosal_projection",-6.40240106425605,23.7535325998786,29.6730573640649
"Ventral_9-Anterior_point_of_external_auditory_meatus",0.711414507343937,32.427512868563,27.9836665968947
